Model,TBS1102C;;;;;;;"Source: ""C:\Users\Utilizador\OneDrive - FCT NOVA\Documentos_SyncGoogleDrive\1PHD Project\#6 Resultados\05 - Smooth & Porous PDMS\Electric Results S+P newSamples PFAM 2023\Smooth Dif-Forces-2Hz\TEK21830.CSV"""
Firmware Version,v2015-08-04-prequal4ch70_v1.3;;;;;;;
;;;;;;;
Point Format,Y;;;;;;;
Horizontal Units,S;;;;;;;
Horizontal Scale,0.1;;;;;;;
Sample Interval,0.0008;;;;;;;
Filter Frequency,2e+08;;;;;;;
Record Length,2000;;;;;;;
Gating,0.0% to 100.0%;;;;;;;
Probe Attenuation,10;;;;;;;
Vertical Units,V;;;;;;;
Vertical Offset,0;;;;;;;
Vertical Scale,10;;;;;;;
Label,;;;;;;;
TIME,CH1;;;;;;;
-8.000e-01,0.4;;;;;;;
-7.992e-01,0.8;;;;;;;
-7.984e-01,0.8;;;;;;;
-7.976e-01,0.8;;;;;;;
-7.968e-01,1.2;;;;;;;
-7.960e-01,1.2;;;;;;;
-7.952e-01,1.2;;;;;;;
-7.944e-01,1.6;;;;;;;
-7.936e-01,1.6;;;;;;;
-7.928e-01,2;;;;;;;
-7.920e-01,2.4;;;;;;;
-7.912e-01,3.2;;;;;;;
-7.904e-01,4;;;;;;;
-7.896e-01,5.2;;;;;;;
-7.888e-01,6.4;;;;;;;
-7.880e-01,8.8;;;;;;;
-7.872e-01,14.4;;;;;;;
-7.864e-01,24;;;;;;;
-7.856e-01,12.4;;;;;;;
-7.848e-01,4.8;;;;;;;
-7.840e-01,1.6;;;;;;;
-7.832e-01,0.8;;;;;;;
-7.824e-01,0.8;;;;;;;
-7.816e-01,1.6;;;;;;;
-7.808e-01,2;;;;;;;
-7.800e-01,0.8;;;;;;;
-7.792e-01,0;;;;;;;
-7.784e-01,0;;;;;;;
-7.776e-01,-0.4;;;;;;;
-7.768e-01,-0.4;;;;;;;
-7.760e-01,-0.4;;;;;;;
-7.752e-01,-0.4;;;;;;;
-7.744e-01,-0.8;;;;;;;
-7.736e-01,-0.4;;;;;;;
-7.728e-01,-0.4;;;;;;;
-7.720e-01,-0.4;;;;;;;
-7.712e-01,-0.4;;;;;;;
-7.704e-01,0.4;;;;;;;
-7.696e-01,0.4;;;;;;;
-7.688e-01,0.4;;;;;;;
-7.680e-01,0.8;;;;;;;
-7.672e-01,0.8;;;;;;;
-7.664e-01,0.8;;;;;;;
-7.656e-01,0.8;;;;;;;
-7.648e-01,0.8;;;;;;;
-7.640e-01,0.8;;;;;;;
-7.632e-01,0.4;;;;;;;
-7.624e-01,0.4;;;;;;;
-7.616e-01,0;;;;;;;
-7.608e-01,0;;;;;;;
-7.600e-01,-0.8;;;;;;;
-7.592e-01,-0.8;;;;;;;
-7.584e-01,-1.2;;;;;;;
-7.576e-01,-0.8;;;;;;;
-7.568e-01,-0.4;;;;;;;
-7.560e-01,-0.8;;;;;;;
-7.552e-01,-0.8;;;;;;;
-7.544e-01,-0.8;;;;;;;
-7.536e-01,-0.8;;;;;;;
-7.528e-01,-0.8;;;;;;;
-7.520e-01,-0.4;;;;;;;
-7.512e-01,0;;;;;;;
-7.504e-01,0;;;;;;;
-7.496e-01,0.4;;;;;;;
-7.488e-01,0.4;;;;;;;
-7.480e-01,0.4;;;;;;;
-7.472e-01,0.8;;;;;;;
-7.464e-01,0.8;;;;;;;
-7.456e-01,0.8;;;;;;;
-7.448e-01,0.8;;;;;;;
-7.440e-01,0.4;;;;;;;
-7.432e-01,0.4;;;;;;;
-7.424e-01,0.4;;;;;;;
-7.416e-01,0.4;;;;;;;
-7.408e-01,0;;;;;;;
-7.400e-01,-0.8;;;;;;;
-7.392e-01,-0.8;;;;;;;
-7.384e-01,-0.8;;;;;;;
-7.376e-01,-0.8;;;;;;;
-7.368e-01,-0.8;;;;;;;
-7.360e-01,-0.8;;;;;;;
-7.352e-01,-0.4;;;;;;;
-7.344e-01,-0.8;;;;;;;
-7.336e-01,-0.4;;;;;;;
-7.328e-01,-0.8;;;;;;;
-7.320e-01,-0.8;;;;;;;
-7.312e-01,-0.4;;;;;;;
-7.304e-01,0.4;;;;;;;
-7.296e-01,0.4;;;;;;;
-7.288e-01,0.8;;;;;;;
-7.280e-01,0.4;;;;;;;
-7.272e-01,0.4;;;;;;;
-7.264e-01,0.8;;;;;;;
-7.256e-01,0.8;;;;;;;
-7.248e-01,0.8;;;;;;;
-7.240e-01,0.4;;;;;;;
-7.232e-01,0.4;;;;;;;
-7.224e-01,0.8;;;;;;;
-7.216e-01,0.4;;;;;;;
-7.208e-01,0;;;;;;;
-7.200e-01,-0.4;;;;;;;
-7.192e-01,-0.8;;;;;;;
-7.184e-01,-0.8;;;;;;;
-7.176e-01,-0.8;;;;;;;
-7.168e-01,-0.8;;;;;;;
-7.160e-01,-0.8;;;;;;;
-7.152e-01,-0.8;;;;;;;
-7.144e-01,-0.8;;;;;;;
-7.136e-01,-0.8;;;;;;;
-7.128e-01,-0.8;;;;;;;
-7.120e-01,-0.8;;;;;;;
-7.112e-01,-0.4;;;;;;;
-7.104e-01,0.4;;;;;;;
-7.096e-01,0.4;;;;;;;
-7.088e-01,0.4;;;;;;;
-7.080e-01,0.8;;;;;;;
-7.072e-01,0.8;;;;;;;
-7.064e-01,0.4;;;;;;;
-7.056e-01,0.8;;;;;;;
-7.048e-01,0.4;;;;;;;
-7.040e-01,0.8;;;;;;;
-7.032e-01,0.4;;;;;;;
-7.024e-01,0;;;;;;;
-7.016e-01,0;;;;;;;
-7.008e-01,0;;;;;;;
-7.000e-01,-0.4;;;;;;;
-6.992e-01,-0.8;;;;;;;
-6.984e-01,-0.8;;;;;;;
-6.976e-01,-1.2;;;;;;;
-6.968e-01,-0.8;;;;;;;
-6.960e-01,-1.2;;;;;;;
-6.952e-01,-1.2;;;;;;;
-6.944e-01,-0.8;;;;;;;
-6.936e-01,-0.8;;;;;;;
-6.928e-01,-0.8;;;;;;;
-6.920e-01,-0.8;;;;;;;
-6.912e-01,-0.4;;;;;;;
-6.904e-01,0;;;;;;;
-6.896e-01,0.4;;;;;;;
-6.888e-01,0;;;;;;;
-6.880e-01,0.4;;;;;;;
-6.872e-01,0.8;;;;;;;
-6.864e-01,0.4;;;;;;;
-6.856e-01,0.8;;;;;;;
-6.848e-01,0.4;;;;;;;
-6.840e-01,0.4;;;;;;;
-6.832e-01,0.4;;;;;;;
-6.824e-01,0.4;;;;;;;
-6.816e-01,0.4;;;;;;;
-6.808e-01,0;;;;;;;
-6.800e-01,-0.4;;;;;;;
-6.792e-01,-0.8;;;;;;;
-6.784e-01,-0.8;;;;;;;
-6.776e-01,-0.8;;;;;;;
-6.768e-01,-0.8;;;;;;;
-6.760e-01,-1.2;;;;;;;
-6.752e-01,-0.8;;;;;;;
-6.744e-01,-0.4;;;;;;;
-6.736e-01,-0.8;;;;;;;
-6.728e-01,-0.8;;;;;;;
-6.720e-01,-0.8;;;;;;;
-6.712e-01,0;;;;;;;
-6.704e-01,0;;;;;;;
-6.696e-01,0.4;;;;;;;
-6.688e-01,0.8;;;;;;;
-6.680e-01,0.8;;;;;;;
-6.672e-01,0.8;;;;;;;
-6.664e-01,0.8;;;;;;;
-6.656e-01,0.8;;;;;;;
-6.648e-01,0.4;;;;;;;
-6.640e-01,0.4;;;;;;;
-6.632e-01,0.4;;;;;;;
-6.624e-01,0.4;;;;;;;
-6.616e-01,0.4;;;;;;;
-6.608e-01,0;;;;;;;
-6.600e-01,-0.8;;;;;;;
-6.592e-01,-0.4;;;;;;;
-6.584e-01,-0.8;;;;;;;
-6.576e-01,-0.8;;;;;;;
-6.568e-01,-0.8;;;;;;;
-6.560e-01,-0.8;;;;;;;
-6.552e-01,-0.8;;;;;;;
-6.544e-01,-0.8;;;;;;;
-6.536e-01,-0.4;;;;;;;
-6.528e-01,-0.8;;;;;;;
-6.520e-01,-0.4;;;;;;;
-6.512e-01,-0.4;;;;;;;
-6.504e-01,0;;;;;;;
-6.496e-01,0.4;;;;;;;
-6.488e-01,0.4;;;;;;;
-6.480e-01,0.8;;;;;;;
-6.472e-01,0.4;;;;;;;
-6.464e-01,0.8;;;;;;;
-6.456e-01,0.8;;;;;;;
-6.448e-01,0.8;;;;;;;
-6.440e-01,0.4;;;;;;;
-6.432e-01,0.4;;;;;;;
-6.424e-01,0.4;;;;;;;
-6.416e-01,0.4;;;;;;;
-6.408e-01,0;;;;;;;
-6.400e-01,-0.4;;;;;;;
-6.392e-01,-1.2;;;;;;;
-6.384e-01,-1.2;;;;;;;
-6.376e-01,-0.8;;;;;;;
-6.368e-01,-0.8;;;;;;;
-6.360e-01,-1.2;;;;;;;
-6.352e-01,-0.8;;;;;;;
-6.344e-01,-0.8;;;;;;;
-6.336e-01,-0.8;;;;;;;
-6.328e-01,-0.8;;;;;;;
-6.320e-01,-0.8;;;;;;;
-6.312e-01,-0.4;;;;;;;
-6.304e-01,0;;;;;;;
-6.296e-01,0;;;;;;;
-6.288e-01,0.8;;;;;;;
-6.280e-01,0.4;;;;;;;
-6.272e-01,0.8;;;;;;;
-6.264e-01,0.8;;;;;;;
-6.256e-01,0.8;;;;;;;
-6.248e-01,0.8;;;;;;;
-6.240e-01,0.4;;;;;;;
-6.232e-01,0.4;;;;;;;
-6.224e-01,0.8;;;;;;;
-6.216e-01,0.4;;;;;;;
-6.208e-01,0;;;;;;;
-6.200e-01,-0.8;;;;;;;
-6.192e-01,-0.8;;;;;;;
-6.184e-01,-0.8;;;;;;;
-6.176e-01,-0.4;;;;;;;
-6.168e-01,-0.8;;;;;;;
-6.160e-01,-0.8;;;;;;;
-6.152e-01,-0.8;;;;;;;
-6.144e-01,-0.8;;;;;;;
-6.136e-01,-0.8;;;;;;;
-6.128e-01,-0.8;;;;;;;
-6.120e-01,-0.8;;;;;;;
-6.112e-01,-0.4;;;;;;;
-6.104e-01,0;;;;;;;
-6.096e-01,0.4;;;;;;;
-6.088e-01,0.8;;;;;;;
-6.080e-01,0.8;;;;;;;
-6.072e-01,0;;;;;;;
-6.064e-01,0.8;;;;;;;
-6.056e-01,0.8;;;;;;;
-6.048e-01,0.8;;;;;;;
-6.040e-01,0.4;;;;;;;
-6.032e-01,0.4;;;;;;;
-6.024e-01,0.4;;;;;;;
-6.016e-01,0.4;;;;;;;
-6.008e-01,0.4;;;;;;;
-6.000e-01,-0.4;;;;;;;
-5.992e-01,-0.8;;;;;;;
-5.984e-01,-0.8;;;;;;;
-5.976e-01,-0.8;;;;;;;
-5.968e-01,-0.4;;;;;;;
-5.960e-01,-0.4;;;;;;;
-5.952e-01,-0.8;;;;;;;
-5.944e-01,-0.4;;;;;;;
-5.936e-01,-0.4;;;;;;;
-5.928e-01,-0.8;;;;;;;
-5.920e-01,-0.8;;;;;;;
-5.912e-01,-0.4;;;;;;;
-5.904e-01,0;;;;;;;
-5.896e-01,0.4;;;;;;;
-5.888e-01,0.4;;;;;;;
-5.880e-01,0.4;;;;;;;
-5.872e-01,0.8;;;;;;;
-5.864e-01,0;;;;;;;
-5.856e-01,0.8;;;;;;;
-5.848e-01,0.8;;;;;;;
-5.840e-01,0.4;;;;;;;
-5.832e-01,0.8;;;;;;;
-5.824e-01,0.4;;;;;;;
-5.816e-01,0;;;;;;;
-5.808e-01,-0.4;;;;;;;
-5.800e-01,-0.8;;;;;;;
-5.792e-01,-1.2;;;;;;;
-5.784e-01,-1.2;;;;;;;
-5.776e-01,-1.2;;;;;;;
-5.768e-01,-1.6;;;;;;;
